mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
1.4493e-04 5.8088e-02 1.3703e-03 7.4648e-03 7.4410e-01 2.3898e-01 9.2372e-05 4.5681e-04 5.3426e-03 1.7260e-06 2.2688e-07 3.6537e-08 2.1968e-03 4.4734e-07 2.3653e+03
1.4661e-04 5.7426e-02 1.3715e-03 7.4761e-03 7.4410e-01 2.3896e-01 9.2572e-05 4.5789e-04 5.3482e-03 1.7285e-06 2.2751e-07 3.6483e-08 2.1894e-03 4.4515e-07 2.3652e+03
1.4831e-04 5.6771e-02 1.3727e-03 7.4875e-03 7.4410e-01 2.3895e-01 9.2775e-05 4.5899e-04 5.3538e-03 1.7309e-06 2.2814e-07 3.6428e-08 2.1820e-03 4.4296e-07 2.3650e+03
1.5003e-04 5.6123e-02 1.3739e-03 7.4990e-03 7.4411e-01 2.3893e-01 9.2980e-05 4.6010e-04 5.3594e-03 1.7333e-06 2.2878e-07 3.6373e-08 2.1745e-03 4.4076e-07 2.3649e+03
1.5177e-04 5.5483e-02 1.3751e-03 7.5106e-03 7.4411e-01 2.3891e-01 9.3186e-05 4.6122e-04 5.3651e-03 1.7358e-06 2.2943e-07 3.6317e-08 2.1669e-03 4.3856e-07 2.3647e+03
1.5353e-04 5.4850e-02 1.3764e-03 7.5223e-03 7.4412e-01 2.3890e-01 9.3395e-05 4.6235e-04 5.3709e-03 1.7383e-06 2.3008e-07 3.6261e-08 2.1594e-03 4.3634e-07 2.3645e+03
1.5531e-04 5.4225e-02 1.3776e-03 7.5340e-03 7.4412e-01 2.3888e-01 9.3606e-05 4.6349e-04 5.3767e-03 1.7408e-06 2.3074e-07 3.6204e-08 2.1518e-03 4.3412e-07 2.3644e+03
1.5711e-04 5.3606e-02 1.3789e-03 7.5459e-03 7.4412e-01 2.3887e-01 9.3819e-05 4.6464e-04 5.3825e-03 1.7434e-06 2.3141e-07 3.6147e-08 2.1442e-03 4.3189e-07 2.3642e+03
1.5893e-04 5.2995e-02 1.3801e-03 7.5579e-03 7.4413e-01 2.3885e-01 9.4034e-05 4.6581e-04 5.3884e-03 1.7459e-06 2.3208e-07 3.6090e-08 2.1365e-03 4.2966e-07 2.3641e+03
1.6077e-04 5.2391e-02 1.3814e-03 7.5700e-03 7.4413e-01 2.3883e-01 9.4251e-05 4.6698e-04 5.3943e-03 1.7485e-06 2.3276e-07 3.6033e-08 2.1288e-03 4.2742e-07 2.3639e+03
1.6263e-04 5.1793e-02 1.3827e-03 7.5821e-03 7.4413e-01 2.3882e-01 9.4471e-05 4.6817e-04 5.4003e-03 1.7511e-06 2.3345e-07 3.5974e-08 2.1211e-03 4.2517e-07 2.3637e+03
1.6452e-04 5.1203e-02 1.3840e-03 7.5944e-03 7.4414e-01 2.3880e-01 9.4693e-05 4.6936e-04 5.4063e-03 1.7537e-06 2.3415e-07 3.5916e-08 2.1134e-03 4.2292e-07 2.3636e+03
1.6643e-04 5.0619e-02 1.3854e-03 7.6067e-03 7.4414e-01 2.3878e-01 9.4917e-05 4.7057e-04 5.4124e-03 1.7564e-06 2.3485e-07 3.5857e-08 2.1056e-03 4.2066e-07 2.3634e+03
1.6836e-04 5.0042e-02 1.3867e-03 7.6192e-03 7.4414e-01 2.3876e-01 9.5143e-05 4.7179e-04 5.4185e-03 1.7590e-06 2.3556e-07 3.5798e-08 2.0978e-03 4.1839e-07 2.3632e+03
1.7031e-04 4.9471e-02 1.3880e-03 7.6317e-03 7.4415e-01 2.3875e-01 9.5372e-05 4.7303e-04 5.4246e-03 1.7617e-06 2.3628e-07 3.5738e-08 2.0899e-03 4.1612e-07 2.3630e+03
1.7228e-04 4.8907e-02 1.3894e-03 7.6444e-03 7.4415e-01 2.3873e-01 9.5602e-05 4.7427e-04 5.4308e-03 1.7644e-06 2.3700e-07 3.5678e-08 2.0821e-03 4.1384e-07 2.3629e+03
1.7428e-04 4.8350e-02 1.3908e-03 7.6571e-03 7.4416e-01 2.3871e-01 9.5835e-05 4.7553e-04 5.4371e-03 1.7671e-06 2.3773e-07 3.5617e-08 2.0742e-03 4.1156e-07 2.3627e+03
1.7630e-04 4.7799e-02 1.3921e-03 7.6699e-03 7.4416e-01 2.3869e-01 9.6071e-05 4.7680e-04 5.4434e-03 1.7699e-06 2.3847e-07 3.5556e-08 2.0662e-03 4.0927e-07 2.3625e+03
1.7834e-04 4.7254e-02 1.3935e-03 7.6829e-03 7.4416e-01 2.3868e-01 9.6309e-05 4.7808e-04 5.4498e-03 1.7727e-06 2.3922e-07 3.5495e-08 2.0583e-03 4.0698e-07 2.3623e+03
1.8041e-04 4.6715e-02 1.3950e-03 7.6959e-03 7.4417e-01 2.3866e-01 9.6549e-05 4.7937e-04 5.4562e-03 1.7755e-06 2.3998e-07 3.5433e-08 2.0503e-03 4.0468e-07 2.3621e+03
1.8250e-04 4.6183e-02 1.3964e-03 7.7091e-03 7.4417e-01 2.3864e-01 9.6791e-05 4.8068e-04 5.4626e-03 1.7783e-06 2.4074e-07 3.5371e-08 2.0423e-03 4.0237e-07 2.3620e+03
1.8461e-04 4.5657e-02 1.3978e-03 7.7223e-03 7.4417e-01 2.3862e-01 9.7036e-05 4.8199e-04 5.4691e-03 1.7811e-06 2.4151e-07 3.5308e-08 2.0342e-03 4.0007e-07 2.3618e+03
1.8675e-04 4.5136e-02 1.3993e-03 7.7356e-03 7.4418e-01 2.3860e-01 9.7284e-05 4.8332e-04 5.4757e-03 1.7840e-06 2.4229e-07 3.5245e-08 2.0261e-03 3.9775e-07 2.3616e+03
1.8892e-04 4.4622e-02 1.4007e-03 7.7491e-03 7.4418e-01 2.3858e-01 9.7534e-05 4.8467e-04 5.4823e-03 1.7869e-06 2.4308e-07 3.5182e-08 2.0180e-03 3.9543e-07 2.3614e+03
1.9111e-04 4.4114e-02 1.4022e-03 7.7626e-03 7.4419e-01 2.3856e-01 9.7786e-05 4.8602e-04 5.4889e-03 1.7898e-06 2.4388e-07 3.5118e-08 2.0099e-03 3.9311e-07 2.3612e+03
1.9332e-04 4.3611e-02 1.4037e-03 7.7763e-03 7.4419e-01 2.3855e-01 9.8041e-05 4.8739e-04 5.4956e-03 1.7928e-06 2.4468e-07 3.5054e-08 2.0018e-03 3.9079e-07 2.3610e+03
1.9557e-04 4.3114e-02 1.4052e-03 7.7900e-03 7.4419e-01 2.3853e-01 9.8298e-05 4.8877e-04 5.5024e-03 1.7957e-06 2.4550e-07 3.4989e-08 1.9936e-03 3.8846e-07 2.3608e+03
1.9783e-04 4.2623e-02 1.4067e-03 7.8039e-03 7.4420e-01 2.3851e-01 9.8558e-05 4.9017e-04 5.5092e-03 1.7987e-06 2.4632e-07 3.4924e-08 1.9854e-03 3.8612e-07 2.3606e+03
2.0012e-04 4.2137e-02 1.4082e-03 7.8178e-03 7.4420e-01 2.3849e-01 9.8821e-05 4.9158e-04 5.5160e-03 1.8017e-06 2.4715e-07 3.4858e-08 1.9771e-03 3.8378e-07 2.3604e+03
2.0244e-04 4.1657e-02 1.4097e-03 7.8319e-03 7.4420e-01 2.3847e-01 9.9086e-05 4.9300e-04 5.5229e-03 1.8047e-06 2.4799e-07 3.4792e-08 1.9689e-03 3.8144e-07 2.3602e+03
2.0479e-04 4.1183e-02 1.4113e-03 7.8460e-03 7.4421e-01 2.3845e-01 9.9354e-05 4.9443e-04 5.5299e-03 1.8078e-06 2.4883e-07 3.4726e-08 1.9606e-03 3.7910e-07 2.3600e+03
2.0716e-04 4.0714e-02 1.4129e-03 7.8603e-03 7.4421e-01 2.3843e-01 9.9624e-05 4.9588e-04 5.5369e-03 1.8109e-06 2.4969e-07 3.4659e-08 1.9523e-03 3.7675e-07 2.3598e+03
2.0957e-04 4.0250e-02 1.4144e-03 7.8747e-03 7.4422e-01 2.3841e-01 9.9897e-05 4.9734e-04 5.5439e-03 1.8140e-06 2.5055e-07 3.4592e-08 1.9440e-03 3.7440e-07 2.3596e+03
2.1200e-04 3.9792e-02 1.4160e-03 7.8891e-03 7.4422e-01 2.3839e-01 1.0017e-04 4.9882e-04 5.5510e-03 1.8171e-06 2.5143e-07 3.4525e-08 1.9356e-03 3.7204e-07 2.3594e+03
2.1445e-04 3.9338e-02 1.4176e-03 7.9037e-03 7.4422e-01 2.3837e-01 1.0045e-04 5.0031e-04 5.5582e-03 1.8203e-06 2.5231e-07 3.4457e-08 1.9272e-03 3.6969e-07 2.3592e+03
2.1694e-04 3.8890e-02 1.4193e-03 7.9184e-03 7.4423e-01 2.3835e-01 1.0073e-04 5.0181e-04 5.5654e-03 1.8235e-06 2.5320e-07 3.4388e-08 1.9188e-03 3.6733e-07 2.3590e+03
2.1945e-04 3.8448e-02 1.4209e-03 7.9332e-03 7.4423e-01 2.3832e-01 1.0102e-04 5.0333e-04 5.5726e-03 1.8267e-06 2.5410e-07 3.4320e-08 1.9104e-03 3.6496e-07 2.3588e+03
2.2200e-04 3.8010e-02 1.4226e-03 7.9481e-03 7.4424e-01 2.3830e-01 1.0130e-04 5.0486e-04 5.5799e-03 1.8299e-06 2.5502e-07 3.4250e-08 1.9020e-03 3.6260e-07 2.3585e+03
2.2457e-04 3.7577e-02 1.4242e-03 7.9631e-03 7.4424e-01 2.3828e-01 1.0159e-04 5.0641e-04 5.5873e-03 1.8332e-06 2.5594e-07 3.4181e-08 1.8935e-03 3.6024e-07 2.3583e+03
2.2717e-04 3.7149e-02 1.4259e-03 7.9782e-03 7.4424e-01 2.3826e-01 1.0188e-04 5.0797e-04 5.5947e-03 1.8364e-06 2.5687e-07 3.4111e-08 1.8850e-03 3.5787e-07 2.3581e+03
2.2981e-04 3.6726e-02 1.4276e-03 7.9934e-03 7.4425e-01 2.3824e-01 1.0218e-04 5.0954e-04 5.6022e-03 1.8397e-06 2.5780e-07 3.4041e-08 1.8765e-03 3.5550e-07 2.3579e+03
2.3247e-04 3.6308e-02 1.4293e-03 8.0088e-03 7.4425e-01 2.3822e-01 1.0248e-04 5.1113e-04 5.6097e-03 1.8431e-06 2.5875e-07 3.3970e-08 1.8680e-03 3.5313e-07 2.3577e+03
2.3516e-04 3.5895e-02 1.4310e-03 8.0242e-03 7.4426e-01 2.3819e-01 1.0278e-04 5.1273e-04 5.6173e-03 1.8464e-06 2.5971e-07 3.3899e-08 1.8595e-03 3.5076e-07 2.3574e+03
2.3789e-04 3.5486e-02 1.4328e-03 8.0398e-03 7.4426e-01 2.3817e-01 1.0308e-04 5.1435e-04 5.6249e-03 1.8498e-06 2.6068e-07 3.3827e-08 1.8509e-03 3.4838e-07 2.3572e+03
2.4065e-04 3.5082e-02 1.4345e-03 8.0554e-03 7.4426e-01 2.3815e-01 1.0339e-04 5.1599e-04 5.6326e-03 1.8532e-06 2.6166e-07 3.3755e-08 1.8423e-03 3.4601e-07 2.3570e+03
2.4344e-04 3.4683e-02 1.4363e-03 8.0712e-03 7.4427e-01 2.3813e-01 1.0370e-04 5.1764e-04 5.6403e-03 1.8567e-06 2.6265e-07 3.3683e-08 1.8337e-03 3.4364e-07 2.3567e+03
2.4626e-04 3.4289e-02 1.4381e-03 8.0871e-03 7.4427e-01 2.3810e-01 1.0401e-04 5.1930e-04 5.6481e-03 1.8601e-06 2.6365e-07 3.3610e-08 1.8251e-03 3.4126e-07 2.3565e+03
2.4911e-04 3.3898e-02 1.4399e-03 8.1031e-03 7.4428e-01 2.3808e-01 1.0433e-04 5.2098e-04 5.6559e-03 1.8636e-06 2.6466e-07 3.3537e-08 1.8165e-03 3.3889e-07 2.3563e+03
2.5200e-04 3.3513e-02 1.4417e-03 8.1192e-03 7.4428e-01 2.3806e-01 1.0465e-04 5.2267e-04 5.6638e-03 1.8672e-06 2.6568e-07 3.3463e-08 1.8078e-03 3.3651e-07 2.3560e+03
2.5492e-04 3.3131e-02 1.4435e-03 8.1354e-03 7.4428e-01 2.3803e-01 1.0497e-04 5.2439e-04 5.6718e-03 1.8707e-06 2.6671e-07 3.3389e-08 1.7992e-03 3.3414e-07 2.3558e+03
2.5788e-04 3.2754e-02 1.4453e-03 8.1517e-03 7.4429e-01 2.3801e-01 1.0529e-04 5.2611e-04 5.6798e-03 1.8743e-06 2.6775e-07 3.3315e-08 1.7905e-03 3.3176e-07 2.3555e+03
2.6087e-04 3.2382e-02 1.4472e-03 8.1682e-03 7.4429e-01 2.3799e-01 1.0562e-04 5.2785e-04 5.6878e-03 1.8779e-06 2.6880e-07 3.3240e-08 1.7818e-03 3.2939e-07 2.3553e+03
2.6389e-04 3.2013e-02 1.4491e-03 8.1847e-03 7.4430e-01 2.3796e-01 1.0595e-04 5.2961e-04 5.6959e-03 1.8815e-06 2.6987e-07 3.3165e-08 1.7731e-03 3.2701e-07 2.3550e+03
2.6695e-04 3.1649e-02 1.4509e-03 8.2014e-03 7.4430e-01 2.3794e-01 1.0629e-04 5.3139e-04 5.7041e-03 1.8852e-06 2.7094e-07 3.3090e-08 1.7644e-03 3.2464e-07 2.3548e+03
2.7004e-04 3.1289e-02 1.4529e-03 8.2182e-03 7.4430e-01 2.3791e-01 1.0663e-04 5.3318e-04 5.7123e-03 1.8888e-06 2.7202e-07 3.3014e-08 1.7557e-03 3.2227e-07 2.3545e+03
2.7317e-04 3.0933e-02 1.4548e-03 8.2350e-03 7.4431e-01 2.3789e-01 1.0697e-04 5.3498e-04 5.7206e-03 1.8926e-06 2.7312e-07 3.2937e-08 1.7469e-03 3.1990e-07 2.3543e+03
2.7634e-04 3.0582e-02 1.4567e-03 8.2521e-03 7.4431e-01 2.3787e-01 1.0731e-04 5.3680e-04 5.7289e-03 1.8963e-06 2.7423e-07 3.2861e-08 1.7382e-03 3.1753e-07 2.3540e+03
2.7954e-04 3.0234e-02 1.4587e-03 8.2692e-03 7.4432e-01 2.3784e-01 1.0766e-04 5.3864e-04 5.7373e-03 1.9001e-06 2.7535e-07 3.2784e-08 1.7294e-03 3.1516e-07 2.3538e+03
2.8278e-04 2.9890e-02 1.4606e-03 8.2864e-03 7.4432e-01 2.3782e-01 1.0801e-04 5.4050e-04 5.7457e-03 1.9039e-06 2.7648e-07 3.2706e-08 1.7206e-03 3.1279e-07 2.3535e+03
2.8606e-04 2.9550e-02 1.4626e-03 8.3038e-03 7.4432e-01 2.3779e-01 1.0836e-04 5.4237e-04 5.7542e-03 1.9077e-06 2.7762e-07 3.2629e-08 1.7118e-03 3.1043e-07 2.3533e+03
2.8938e-04 2.9214e-02 1.4646e-03 8.3212e-03 7.4433e-01 2.3776e-01 1.0872e-04 5.4426e-04 5.7627e-03 1.9115e-06 2.7877e-07 3.2551e-08 1.7030e-03 3.0807e-07 2.3530e+03
2.9273e-04 2.8882e-02 1.4666e-03 8.3388e-03 7.4433e-01 2.3774e-01 1.0908e-04 5.4617e-04 5.7713e-03 1.9154e-06 2.7994e-07 3.2472e-08 1.6942e-03 3.0571e-07 2.3527e+03
2.9612e-04 2.8554e-02 1.4686e-03 8.3565e-03 7.4434e-01 2.3771e-01 1.0945e-04 5.4809e-04 5.7800e-03 1.9193e-06 2.8111e-07 3.2393e-08 1.6854e-03 3.0335e-07 2.3525e+03
2.9955e-04 2.8229e-02 1.4707e-03 8.3743e-03 7.4434e-01 2.3769e-01 1.0981e-04 5.5003e-04 5.7887e-03 1.9233e-06 2.8230e-07 3.2314e-08 1.6766e-03 3.0100e-07 2.3522e+03
3.0303e-04 2.7908e-02 1.4727e-03 8.3923e-03 7.4434e-01 2.3766e-01 1.1018e-04 5.5199e-04 5.7974e-03 1.9273e-06 2.8351e-07 3.2234e-08 1.6678e-03 2.9865e-07 2.3519e+03
3.0654e-04 2.7591e-02 1.4748e-03 8.4103e-03 7.4435e-01 2.3763e-01 1.1056e-04 5.5397e-04 5.8063e-03 1.9313e-06 2.8472e-07 3.2154e-08 1.6589e-03 2.9630e-07 2.3516e+03
3.1009e-04 2.7278e-02 1.4769e-03 8.4285e-03 7.4435e-01 2.3761e-01 1.1094e-04 5.5596e-04 5.8151e-03 1.9353e-06 2.8595e-07 3.2074e-08 1.6501e-03 2.9395e-07 2.3514e+03
3.1369e-04 2.6968e-02 1.4790e-03 8.4468e-03 7.4436e-01 2.3758e-01 1.1132e-04 5.5797e-04 5.8241e-03 1.9393e-06 2.8718e-07 3.1993e-08 1.6412e-03 2.9161e-07 2.3511e+03
3.1732e-04 2.6661e-02 1.4812e-03 8.4652e-03 7.4436e-01 2.3755e-01 1.1170e-04 5.6000e-04 5.8331e-03 1.9434e-06 2.8844e-07 3.1912e-08 1.6324e-03 2.8927e-07 2.3508e+03
3.2100e-04 2.6358e-02 1.4833e-03 8.4837e-03 7.4437e-01 2.3753e-01 1.1209e-04 5.6205e-04 5.8421e-03 1.9476e-06 2.8970e-07 3.1831e-08 1.6235e-03 2.8694e-07 2.3505e+03
3.2472e-04 2.6059e-02 1.4855e-03 8.5024e-03 7.4437e-01 2.3750e-01 1.1249e-04 5.6411e-04 5.8512e-03 1.9517e-06 2.9098e-07 3.1749e-08 1.6147e-03 2.8461e-07 2.3502e+03
3.2849e-04 2.5763e-02 1.4876e-03 8.5211e-03 7.4437e-01 2.3747e-01 1.1288e-04 5.6620e-04 5.8603e-03 1.9559e-06 2.9227e-07 3.1667e-08 1.6058e-03 2.8228e-07 2.3499e+03
3.3229e-04 2.5470e-02 1.4898e-03 8.5400e-03 7.4438e-01 2.3744e-01 1.1328e-04 5.6830e-04 5.8696e-03 1.9601e-06 2.9357e-07 3.1585e-08 1.5969e-03 2.7996e-07 2.3496e+03
3.3614e-04 2.5181e-02 1.4920e-03 8.5590e-03 7.4438e-01 2.3741e-01 1.1369e-04 5.7042e-04 5.8788e-03 1.9644e-06 2.9489e-07 3.1502e-08 1.5880e-03 2.7764e-07 2.3493e+03
3.4004e-04 2.4895e-02 1.4943e-03 8.5781e-03 7.4439e-01 2.3738e-01 1.1409e-04 5.7256e-04 5.8881e-03 1.9686e-06 2.9622e-07 3.1419e-08 1.5792e-03 2.7533e-07 2.3490e+03
3.4398e-04 2.4612e-02 1.4965e-03 8.5974e-03 7.4439e-01 2.3736e-01 1.1451e-04 5.7472e-04 5.8975e-03 1.9729e-06 2.9756e-07 3.1336e-08 1.5703e-03 2.7302e-07 2.3487e+03
3.4797e-04 2.4332e-02 1.4988e-03 8.6167e-03 7.4439e-01 2.3733e-01 1.1492e-04 5.7690e-04 5.9070e-03 1.9773e-06 2.9892e-07 3.1252e-08 1.5614e-03 2.7072e-07 2.3484e+03
3.5200e-04 2.4056e-02 1.5011e-03 8.6362e-03 7.4440e-01 2.3730e-01 1.1534e-04 5.7909e-04 5.9164e-03 1.9816e-06 3.0029e-07 3.1168e-08 1.5525e-03 2.6842e-07 2.3481e+03
3.5608e-04 2.3783e-02 1.5034e-03 8.6558e-03 7.4440e-01 2.3727e-01 1.1576e-04 5.8131e-04 5.9260e-03 1.9860e-06 3.0168e-07 3.1083e-08 1.5437e-03 2.6613e-07 2.3478e+03
3.6021e-04 2.3513e-02 1.5057e-03 8.6755e-03 7.4441e-01 2.3724e-01 1.1619e-04 5.8354e-04 5.9356e-03 1.9905e-06 3.0308e-07 3.0999e-08 1.5348e-03 2.6385e-07 2.3475e+03
3.6439e-04 2.3246e-02 1.5080e-03 8.6954e-03 7.4441e-01 2.3721e-01 1.1662e-04 5.8580e-04 5.9452e-03 1.9949e-06 3.0449e-07 3.0914e-08 1.5259e-03 2.6156e-07 2.3472e+03
3.6861e-04 2.2982e-02 1.5103e-03 8.7154e-03 7.4442e-01 2.3718e-01 1.1705e-04 5.8807e-04 5.9550e-03 1.9994e-06 3.0592e-07 3.0828e-08 1.5170e-03 2.5929e-07 2.3469e+03
3.7288e-04 2.2721e-02 1.5127e-03 8.7355e-03 7.4442e-01 2.3715e-01 1.1749e-04 5.9036e-04 5.9647e-03 2.0040e-06 3.0736e-07 3.0743e-08 1.5082e-03 2.5702e-07 2.3466e+03
3.7720e-04 2.2463e-02 1.5151e-03 8.7557e-03 7.4442e-01 2.3712e-01 1.1794e-04 5.9268e-04 5.9746e-03 2.0085e-06 3.0882e-07 3.0657e-08 1.4993e-03 2.5476e-07 2.3462e+03
3.8158e-04 2.2208e-02 1.5175e-03 8.7760e-03 7.4443e-01 2.3709e-01 1.1838e-04 5.9501e-04 5.9844e-03 2.0131e-06 3.1029e-07 3.0570e-08 1.4904e-03 2.5250e-07 2.3459e+03
3.8600e-04 2.1956e-02 1.5199e-03 8.7965e-03 7.4443e-01 2.3706e-01 1.1883e-04 5.9737e-04 5.9944e-03 2.0178e-06 3.1178e-07 3.0484e-08 1.4816e-03 2.5026e-07 2.3456e+03
3.9047e-04 2.1707e-02 1.5224e-03 8.8171e-03 7.4444e-01 2.3703e-01 1.1929e-04 5.9974e-04 6.0044e-03 2.0224e-06 3.1328e-07 3.0397e-08 1.4727e-03 2.4801e-07 2.3453e+03
3.9500e-04 2.1461e-02 1.5248e-03 8.8378e-03 7.4444e-01 2.3699e-01 1.1975e-04 6.0213e-04 6.0144e-03 2.0271e-06 3.1480e-07 3.0310e-08 1.4639e-03 2.4578e-07 2.3449e+03
3.9958e-04 2.1217e-02 1.5273e-03 8.8586e-03 7.4444e-01 2.3696e-01 1.2021e-04 6.0455e-04 6.0245e-03 2.0319e-06 3.1633e-07 3.0222e-08 1.4550e-03 2.4355e-07 2.3446e+03
4.0421e-04 2.0977e-02 1.5298e-03 8.8796e-03 7.4445e-01 2.3693e-01 1.2068e-04 6.0699e-04 6.0347e-03 2.0366e-06 3.1788e-07 3.0134e-08 1.4462e-03 2.4133e-07 2.3443e+03
4.0889e-04 2.0739e-02 1.5323e-03 8.9007e-03 7.4445e-01 2.3690e-01 1.2115e-04 6.0944e-04 6.0449e-03 2.0414e-06 3.1944e-07 3.0046e-08 1.4374e-03 2.3912e-07 2.3439e+03
4.1363e-04 2.0504e-02 1.5348e-03 8.9219e-03 7.4446e-01 2.3687e-01 1.2163e-04 6.1192e-04 6.0552e-03 2.0463e-06 3.2102e-07 2.9958e-08 1.4285e-03 2.3691e-07 2.3436e+03
4.1843e-04 2.0271e-02 1.5373e-03 8.9432e-03 7.4446e-01 2.3683e-01 1.2211e-04 6.1442e-04 6.0655e-03 2.0511e-06 3.2262e-07 2.9869e-08 1.4197e-03 2.3471e-07 2.3432e+03
4.2328e-04 2.0041e-02 1.5399e-03 8.9647e-03 7.4446e-01 2.3680e-01 1.2259e-04 6.1694e-04 6.0759e-03 2.0561e-06 3.2423e-07 2.9780e-08 1.4109e-03 2.3252e-07 2.3429e+03
4.2819e-04 1.9814e-02 1.5425e-03 8.9863e-03 7.4447e-01 2.3677e-01 1.2308e-04 6.1948e-04 6.0864e-03 2.0610e-06 3.2586e-07 2.9691e-08 1.4021e-03 2.3034e-07 2.3425e+03
4.3315e-04 1.9589e-02 1.5451e-03 9.0080e-03 7.4447e-01 2.3674e-01 1.2358e-04 6.2205e-04 6.0969e-03 2.0660e-06 3.2751e-07 2.9602e-08 1.3933e-03 2.2817e-07 2.3422e+03
4.3817e-04 1.9367e-02 1.5477e-03 9.0298e-03 7.4448e-01 2.3670e-01 1.2407e-04 6.2463e-04 6.1074e-03 2.0710e-06 3.2917e-07 2.9512e-08 1.3845e-03 2.2600e-07 2.3418e+03
4.4325e-04 1.9147e-02 1.5503e-03 9.0518e-03 7.4448e-01 2.3667e-01 1.2458e-04 6.2724e-04 6.1181e-03 2.0760e-06 3.3085e-07 2.9422e-08 1.3758e-03 2.2385e-07 2.3415e+03
4.4839e-04 1.8930e-02 1.5530e-03 9.0739e-03 7.4449e-01 2.3663e-01 1.2508e-04 6.2987e-04 6.1287e-03 2.0811e-06 3.3254e-07 2.9332e-08 1.3670e-03 2.2170e-07 2.3411e+03
4.5358e-04 1.8716e-02 1.5557e-03 9.0961e-03 7.4449e-01 2.3660e-01 1.2559e-04 6.3252e-04 6.1395e-03 2.0862e-06 3.3426e-07 2.9241e-08 1.3583e-03 2.1956e-07 2.3407e+03
4.5884e-04 1.8504e-02 1.5583e-03 9.1185e-03 7.4449e-01 2.3657e-01 1.2611e-04 6.3519e-04 6.1502e-03 2.0914e-06 3.3599e-07 2.9150e-08 1.3495e-03 2.1743e-07 2.3404e+03
4.6416e-04 1.8294e-02 1.5611e-03 9.1409e-03 7.4450e-01 2.3653e-01 1.2663e-04 6.3789e-04 6.1611e-03 2.0966e-06 3.3773e-07 2.9059e-08 1.3408e-03 2.1531e-07 2.3400e+03
4.6954e-04 1.8087e-02 1.5638e-03 9.1635e-03 7.4450e-01 2.3650e-01 1.2716e-04 6.4061e-04 6.1720e-03 2.1018e-06 3.3950e-07 2.8968e-08 1.3321e-03 2.1319e-07 2.3396e+03
4.7498e-04 1.7882e-02 1.5665e-03 9.1863e-03 7.4451e-01 2.3646e-01 1.2769e-04 6.4335e-04 6.1829e-03 2.1071e-06 3.4128e-07 2.8877e-08 1.3234e-03 2.1109e-07 2.3393e+03
4.8049e-04 1.7679e-02 1.5693e-03 9.2091e-03 7.4451e-01 2.3643e-01 1.2822e-04 6.4611e-04 6.1939e-03 2.1124e-06 3.4308e-07 2.8785e-08 1.3147e-03 2.0900e-07 2.3389e+03
4.8606e-04 1.7479e-02 1.5721e-03 9.2321e-03 7.4451e-01 2.3639e-01 1.2876e-04 6.4890e-04 6.2050e-03 2.1177e-06 3.4490e-07 2.8693e-08 1.3060e-03 2.0691e-07 2.3385e+03
4.9169e-04 1.7281e-02 1.5749e-03 9.2552e-03 7.4452e-01 2.3635e-01 1.2931e-04 6.5171e-04 6.2161e-03 2.1231e-06 3.4674e-07 2.8601e-08 1.2974e-03 2.0484e-07 2.3381e+03
4.9739e-04 1.7085e-02 1.5777e-03 9.2785e-03 7.4452e-01 2.3632e-01 1.2986e-04 6.5455e-04 6.2273e-03 2.1285e-06 3.4860e-07 2.8508e-08 1.2888e-03 2.0277e-07 2.3377e+03
5.0315e-04 1.6892e-02 1.5805e-03 9.3018e-03 7.4453e-01 2.3628e-01 1.3041e-04 6.5741e-04 6.2385e-03 2.1340e-06 3.5047e-07 2.8415e-08 1.2801e-03 2.0072e-07 2.3373e+03
5.0899e-04 1.6700e-02 1.5834e-03 9.3253e-03 7.4453e-01 2.3625e-01 1.3097e-04 6.6029e-04 6.2498e-03 2.1395e-06 3.5236e-07 2.8323e-08 1.2715e-03 1.9868e-07 2.3369e+03
5.1489e-04 1.6511e-02 1.5863e-03 9.3490e-03 7.4453e-01 2.3621e-01 1.3153e-04 6.6319e-04 6.2612e-03 2.1450e-06 3.5428e-07 2.8229e-08 1.2629e-03 1.9664e-07 2.3365e+03
5.2085e-04 1.6324e-02 1.5892e-03 9.3727e-03 7.4454e-01 2.3617e-01 1.3210e-04 6.6612e-04 6.2726e-03 2.1506e-06 3.5621e-07 2.8136e-08 1.2544e-03 1.9462e-07 2.3362e+03
5.2689e-04 1.6139e-02 1.5921e-03 9.3966e-03 7.4454e-01 2.3614e-01 1.3267e-04 6.6907e-04 6.2840e-03 2.1562e-06 3.5816e-07 2.8043e-08 1.2458e-03 1.9260e-07 2.3357e+03
5.3300e-04 1.5957e-02 1.5950e-03 9.4207e-03 7.4455e-01 2.3610e-01 1.3325e-04 6.7205e-04 6.2955e-03 2.1618e-06 3.6013e-07 2.7949e-08 1.2373e-03 1.9060e-07 2.3353e+03
5.3918e-04 1.5776e-02 1.5980e-03 9.4448e-03 7.4455e-01 2.3606e-01 1.3384e-04 6.7505e-04 6.3071e-03 2.1675e-06 3.6212e-07 2.7855e-08 1.2288e-03 1.8861e-07 2.3349e+03
5.4543e-04 1.5597e-02 1.6009e-03 9.4691e-03 7.4455e-01 2.3602e-01 1.3443e-04 6.7808e-04 6.3187e-03 2.1732e-06 3.6414e-07 2.7761e-08 1.2203e-03 1.8663e-07 2.3345e+03
