mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
5.5175e-04 1.5421e-02 1.6039e-03 9.4935e-03 7.4456e-01 2.3598e-01 1.3502e-04 6.8113e-04 6.3304e-03 2.1790e-06 3.6617e-07 2.7666e-08 1.2118e-03 1.8465e-07 2.3341e+03
5.5814e-04 1.5246e-02 1.6069e-03 9.5181e-03 7.4456e-01 2.3595e-01 1.3562e-04 6.8421e-04 6.3421e-03 2.1848e-06 3.6822e-07 2.7572e-08 1.2033e-03 1.8269e-07 2.3337e+03
5.6461e-04 1.5074e-02 1.6100e-03 9.5427e-03 7.4457e-01 2.3591e-01 1.3622e-04 6.8731e-04 6.3539e-03 2.1907e-06 3.7029e-07 2.7477e-08 1.1949e-03 1.8075e-07 2.3333e+03
5.7116e-04 1.4903e-02 1.6130e-03 9.5675e-03 7.4457e-01 2.3587e-01 1.3683e-04 6.9044e-04 6.3657e-03 2.1966e-06 3.7238e-07 2.7382e-08 1.1865e-03 1.7881e-07 2.3329e+03
5.7778e-04 1.4735e-02 1.6161e-03 9.5925e-03 7.4457e-01 2.3583e-01 1.3745e-04 6.9359e-04 6.3776e-03 2.2025e-06 3.7450e-07 2.7287e-08 1.1781e-03 1.7688e-07 2.3324e+03
5.8448e-04 1.4568e-02 1.6191e-03 9.6175e-03 7.4458e-01 2.3579e-01 1.3807e-04 6.9676e-04 6.3895e-03 2.2085e-06 3.7663e-07 2.7192e-08 1.1697e-03 1.7496e-07 2.3320e+03
5.9125e-04 1.4403e-02 1.6223e-03 9.6427e-03 7.4458e-01 2.3575e-01 1.3870e-04 6.9997e-04 6.4015e-03 2.2145e-06 3.7879e-07 2.7096e-08 1.1613e-03 1.7306e-07 2.3316e+03
5.9810e-04 1.4240e-02 1.6254e-03 9.6681e-03 7.4459e-01 2.3571e-01 1.3933e-04 7.0320e-04 6.4136e-03 2.2205e-06 3.8097e-07 2.7001e-08 1.1530e-03 1.7117e-07 2.3311e+03
6.0504e-04 1.4079e-02 1.6285e-03 9.6935e-03 7.4459e-01 2.3567e-01 1.3996e-04 7.0645e-04 6.4257e-03 2.2266e-06 3.8317e-07 2.6905e-08 1.1447e-03 1.6929e-07 2.3307e+03
6.1205e-04 1.3920e-02 1.6317e-03 9.7191e-03 7.4459e-01 2.3563e-01 1.4060e-04 7.0973e-04 6.4379e-03 2.2328e-06 3.8539e-07 2.6809e-08 1.1364e-03 1.6742e-07 2.3303e+03
6.1914e-04 1.3763e-02 1.6349e-03 9.7449e-03 7.4460e-01 2.3559e-01 1.4125e-04 7.1304e-04 6.4501e-03 2.2389e-06 3.8764e-07 2.6713e-08 1.1282e-03 1.6556e-07 2.3298e+03
6.2632e-04 1.3607e-02 1.6381e-03 9.7707e-03 7.4460e-01 2.3555e-01 1.4191e-04 7.1637e-04 6.4623e-03 2.2452e-06 3.8991e-07 2.6617e-08 1.1199e-03 1.6371e-07 2.3294e+03
6.3358e-04 1.3453e-02 1.6413e-03 9.7967e-03 7.4460e-01 2.3551e-01 1.4256e-04 7.1973e-04 6.4746e-03 2.2514e-06 3.9220e-07 2.6520e-08 1.1117e-03 1.6188e-07 2.3289e+03
6.4092e-04 1.3301e-02 1.6445e-03 9.8229e-03 7.4461e-01 2.3546e-01 1.4323e-04 7.2312e-04 6.4870e-03 2.2578e-06 3.9451e-07 2.6424e-08 1.1035e-03 1.6005e-07 2.3285e+03
6.4835e-04 1.3151e-02 1.6478e-03 9.8491e-03 7.4461e-01 2.3542e-01 1.4390e-04 7.2653e-04 6.4994e-03 2.2641e-06 3.9685e-07 2.6327e-08 1.0954e-03 1.5824e-07 2.3280e+03
6.5587e-04 1.3002e-02 1.6511e-03 9.8755e-03 7.4462e-01 2.3538e-01 1.4457e-04 7.2997e-04 6.5119e-03 2.2705e-06 3.9921e-07 2.6230e-08 1.0872e-03 1.5644e-07 2.3276e+03
6.6347e-04 1.2855e-02 1.6543e-03 9.9020e-03 7.4462e-01 2.3534e-01 1.4525e-04 7.3344e-04 6.5244e-03 2.2770e-06 4.0159e-07 2.6134e-08 1.0791e-03 1.5466e-07 2.3271e+03
6.7116e-04 1.2710e-02 1.6577e-03 9.9287e-03 7.4462e-01 2.3530e-01 1.4594e-04 7.3694e-04 6.5370e-03 2.2834e-06 4.0400e-07 2.6036e-08 1.0710e-03 1.5288e-07 2.3266e+03
6.7894e-04 1.2566e-02 1.6610e-03 9.9555e-03 7.4463e-01 2.3525e-01 1.4663e-04 7.4046e-04 6.5496e-03 2.2900e-06 4.0643e-07 2.5939e-08 1.0630e-03 1.5112e-07 2.3262e+03
6.8681e-04 1.2424e-02 1.6644e-03 9.9824e-03 7.4463e-01 2.3521e-01 1.4733e-04 7.4401e-04 6.5623e-03 2.2965e-06 4.0888e-07 2.5842e-08 1.0549e-03 1.4937e-07 2.3257e+03
6.9477e-04 1.2284e-02 1.6677e-03 1.0009e-02 7.4463e-01 2.3517e-01 1.4804e-04 7.4759e-04 6.5751e-03 2.3032e-06 4.1136e-07 2.5744e-08 1.0469e-03 1.4763e-07 2.3252e+03
7.0282e-04 1.2145e-02 1.6711e-03 1.0037e-02 7.4464e-01 2.3512e-01 1.4875e-04 7.5119e-04 6.5878e-03 2.3098e-06 4.1387e-07 2.5647e-08 1.0390e-03 1.4591e-07 2.3247e+03
7.1097e-04 1.2008e-02 1.6745e-03 1.0064e-02 7.4464e-01 2.3508e-01 1.4946e-04 7.5483e-04 6.6007e-03 2.3166e-06 4.1640e-07 2.5549e-08 1.0310e-03 1.4419e-07 2.3243e+03
7.1921e-04 1.1873e-02 1.6780e-03 1.0091e-02 7.4465e-01 2.3504e-01 1.5019e-04 7.5849e-04 6.6136e-03 2.3233e-06 4.1895e-07 2.5451e-08 1.0231e-03 1.4249e-07 2.3238e+03
7.2755e-04 1.1739e-02 1.6814e-03 1.0119e-02 7.4465e-01 2.3499e-01 1.5092e-04 7.6218e-04 6.6265e-03 2.3301e-06 4.2153e-07 2.5354e-08 1.0152e-03 1.4080e-07 2.3233e+03
7.3598e-04 1.1606e-02 1.6849e-03 1.0147e-02 7.4465e-01 2.3495e-01 1.5165e-04 7.6590e-04 6.6395e-03 2.3370e-06 4.2414e-07 2.5256e-08 1.0073e-03 1.3913e-07 2.3228e+03
7.4451e-04 1.1475e-02 1.6884e-03 1.0175e-02 7.4466e-01 2.3490e-01 1.5239e-04 7.6965e-04 6.6525e-03 2.3439e-06 4.2677e-07 2.5158e-08 9.9948e-04 1.3746e-07 2.3223e+03
7.5314e-04 1.1345e-02 1.6919e-03 1.0203e-02 7.4466e-01 2.3486e-01 1.5314e-04 7.7343e-04 6.6656e-03 2.3508e-06 4.2943e-07 2.5059e-08 9.9167e-04 1.3581e-07 2.3218e+03
7.6187e-04 1.1217e-02 1.6954e-03 1.0231e-02 7.4466e-01 2.3481e-01 1.5389e-04 7.7723e-04 6.6787e-03 2.3578e-06 4.3212e-07 2.4961e-08 9.8390e-04 1.3418e-07 2.3213e+03
7.7070e-04 1.1091e-02 1.6990e-03 1.0259e-02 7.4467e-01 2.3477e-01 1.5465e-04 7.8107e-04 6.6919e-03 2.3649e-06 4.3483e-07 2.4863e-08 9.7615e-04 1.3255e-07 2.3208e+03
7.7964e-04 1.0966e-02 1.7025e-03 1.0288e-02 7.4467e-01 2.3472e-01 1.5541e-04 7.8494e-04 6.7052e-03 2.3720e-06 4.3757e-07 2.4764e-08 9.6843e-04 1.3094e-07 2.3203e+03
7.8867e-04 1.0842e-02 1.7061e-03 1.0316e-02 7.4468e-01 2.3468e-01 1.5619e-04 7.8883e-04 6.7184e-03 2.3791e-06 4.4034e-07 2.4666e-08 9.6074e-04 1.2934e-07 2.3198e+03
7.9781e-04 1.0720e-02 1.7097e-03 1.0345e-02 7.4468e-01 2.3463e-01 1.5696e-04 7.9275e-04 6.7318e-03 2.3863e-06 4.4313e-07 2.4567e-08 9.5308e-04 1.2775e-07 2.3193e+03
8.0706e-04 1.0599e-02 1.7134e-03 1.0374e-02 7.4468e-01 2.3458e-01 1.5775e-04 7.9671e-04 6.7451e-03 2.3935e-06 4.4595e-07 2.4469e-08 9.4546e-04 1.2617e-07 2.3187e+03
8.1642e-04 1.0479e-02 1.7170e-03 1.0402e-02 7.4469e-01 2.3454e-01 1.5854e-04 8.0069e-04 6.7586e-03 2.4008e-06 4.4880e-07 2.4370e-08 9.3786e-04 1.2461e-07 2.3182e+03
8.2588e-04 1.0361e-02 1.7207e-03 1.0432e-02 7.4469e-01 2.3449e-01 1.5934e-04 8.0471e-04 6.7720e-03 2.4082e-06 4.5168e-07 2.4271e-08 9.3030e-04 1.2306e-07 2.3177e+03
8.3545e-04 1.0244e-02 1.7243e-03 1.0461e-02 7.4469e-01 2.3444e-01 1.6014e-04 8.0875e-04 6.7856e-03 2.4155e-06 4.5459e-07 2.4172e-08 9.2276e-04 1.2152e-07 2.3172e+03
8.4514e-04 1.0129e-02 1.7280e-03 1.0490e-02 7.4470e-01 2.3439e-01 1.6095e-04 8.1283e-04 6.7991e-03 2.4230e-06 4.5752e-07 2.4073e-08 9.1526e-04 1.2000e-07 2.3166e+03
8.5493e-04 1.0014e-02 1.7318e-03 1.0520e-02 7.4470e-01 2.3435e-01 1.6177e-04 8.1694e-04 6.8128e-03 2.4305e-06 4.6049e-07 2.3975e-08 9.0779e-04 1.1849e-07 2.3161e+03
8.6484e-04 9.9015e-03 1.7355e-03 1.0549e-02 7.4470e-01 2.3430e-01 1.6259e-04 8.2107e-04 6.8264e-03 2.4380e-06 4.6349e-07 2.3876e-08 9.0035e-04 1.1699e-07 2.3156e+03
8.7487e-04 9.7898e-03 1.7393e-03 1.0579e-02 7.4471e-01 2.3425e-01 1.6342e-04 8.2524e-04 6.8401e-03 2.4456e-06 4.6651e-07 2.3777e-08 8.9295e-04 1.1550e-07 2.3150e+03
8.8501e-04 9.6795e-03 1.7431e-03 1.0609e-02 7.4471e-01 2.3420e-01 1.6426e-04 8.2944e-04 6.8539e-03 2.4532e-06 4.6956e-07 2.3677e-08 8.8557e-04 1.1403e-07 2.3145e+03
8.9527e-04 9.5704e-03 1.7469e-03 1.0639e-02 7.4471e-01 2.3415e-01 1.6510e-04 8.3367e-04 6.8677e-03 2.4609e-06 4.7265e-07 2.3578e-08 8.7823e-04 1.1257e-07 2.3139e+03
9.0564e-04 9.4626e-03 1.7507e-03 1.0669e-02 7.4472e-01 2.3410e-01 1.6595e-04 8.3794e-04 6.8815e-03 2.4687e-06 4.7577e-07 2.3479e-08 8.7093e-04 1.1112e-07 2.3134e+03
9.1614e-04 9.3559e-03 1.7545e-03 1.0699e-02 7.4472e-01 2.3405e-01 1.6681e-04 8.4223e-04 6.8954e-03 2.4765e-06 4.7891e-07 2.3380e-08 8.6365e-04 1.0968e-07 2.3128e+03
9.2676e-04 9.2505e-03 1.7584e-03 1.0730e-02 7.4472e-01 2.3400e-01 1.6767e-04 8.4656e-04 6.9093e-03 2.4843e-06 4.8209e-07 2.3281e-08 8.5641e-04 1.0826e-07 2.3123e+03
9.3750e-04 9.1463e-03 1.7622e-03 1.0760e-02 7.4473e-01 2.3396e-01 1.6855e-04 8.5092e-04 6.9233e-03 2.4922e-06 4.8530e-07 2.3182e-08 8.4921e-04 1.0685e-07 2.3117e+03
9.4837e-04 9.0433e-03 1.7661e-03 1.0791e-02 7.4473e-01 2.3390e-01 1.6942e-04 8.5531e-04 6.9373e-03 2.5002e-06 4.8854e-07 2.3082e-08 8.4203e-04 1.0545e-07 2.3112e+03
9.5936e-04 8.9415e-03 1.7701e-03 1.0822e-02 7.4473e-01 2.3385e-01 1.7031e-04 8.5973e-04 6.9514e-03 2.5082e-06 4.9182e-07 2.2983e-08 8.3489e-04 1.0407e-07 2.3106e+03
9.7048e-04 8.8408e-03 1.7740e-03 1.0853e-02 7.4474e-01 2.3380e-01 1.7120e-04 8.6418e-04 6.9655e-03 2.5163e-06 4.9512e-07 2.2884e-08 8.2779e-04 1.0270e-07 2.3100e+03
9.8173e-04 8.7412e-03 1.7779e-03 1.0884e-02 7.4474e-01 2.3375e-01 1.7210e-04 8.6867e-04 6.9797e-03 2.5244e-06 4.9846e-07 2.2785e-08 8.2072e-04 1.0134e-07 2.3094e+03
9.9311e-04 8.6428e-03 1.7819e-03 1.0915e-02 7.4474e-01 2.3370e-01 1.7301e-04 8.7319e-04 6.9938e-03 2.5326e-06 5.0184e-07 2.2685e-08 8.1368e-04 9.9991e-08 2.3089e+03
1.0046e-03 8.5455e-03 1.7859e-03 1.0947e-02 7.4475e-01 2.3365e-01 1.7392e-04 8.7775e-04 7.0081e-03 2.5408e-06 5.0524e-07 2.2586e-08 8.0668e-04 9.8657e-08 2.3083e+03
1.0163e-03 8.4493e-03 1.7899e-03 1.0978e-02 7.4475e-01 2.3360e-01 1.7484e-04 8.8233e-04 7.0224e-03 2.5491e-06 5.0868e-07 2.2487e-08 7.9971e-04 9.7336e-08 2.3077e+03
1.0280e-03 8.3542e-03 1.7939e-03 1.1010e-02 7.4475e-01 2.3355e-01 1.7577e-04 8.8695e-04 7.0367e-03 2.5574e-06 5.1216e-07 2.2387e-08 7.9277e-04 9.6027e-08 2.3071e+03
1.0400e-03 8.2602e-03 1.7980e-03 1.1042e-02 7.4476e-01 2.3350e-01 1.7670e-04 8.9161e-04 7.0510e-03 2.5658e-06 5.1566e-07 2.2288e-08 7.8588e-04 9.4730e-08 2.3065e+03
1.0520e-03 8.1673e-03 1.8021e-03 1.1074e-02 7.4476e-01 2.3344e-01 1.7765e-04 8.9629e-04 7.0654e-03 2.5743e-06 5.1921e-07 2.2189e-08 7.7901e-04 9.3446e-08 2.3059e+03
1.0642e-03 8.0754e-03 1.8061e-03 1.1106e-02 7.4476e-01 2.3339e-01 1.7859e-04 9.0102e-04 7.0799e-03 2.5828e-06 5.2279e-07 2.2090e-08 7.7218e-04 9.2175e-08 2.3053e+03
1.0765e-03 7.9845e-03 1.8103e-03 1.1138e-02 7.4477e-01 2.3334e-01 1.7955e-04 9.0577e-04 7.0943e-03 2.5914e-06 5.2640e-07 2.1990e-08 7.6539e-04 9.0916e-08 2.3047e+03
1.0890e-03 7.8947e-03 1.8144e-03 1.1170e-02 7.4477e-01 2.3328e-01 1.8052e-04 9.1056e-04 7.1089e-03 2.6000e-06 5.3005e-07 2.1891e-08 7.5863e-04 8.9669e-08 2.3041e+03
1.1016e-03 7.8059e-03 1.8185e-03 1.1203e-02 7.4477e-01 2.3323e-01 1.8149e-04 9.1538e-04 7.1234e-03 2.6087e-06 5.3374e-07 2.1792e-08 7.5191e-04 8.8435e-08 2.3035e+03
1.1144e-03 7.7181e-03 1.8227e-03 1.1236e-02 7.4478e-01 2.3318e-01 1.8247e-04 9.2024e-04 7.1380e-03 2.6174e-06 5.3746e-07 2.1693e-08 7.4522e-04 8.7212e-08 2.3029e+03
1.1273e-03 7.6313e-03 1.8269e-03 1.1268e-02 7.4478e-01 2.3312e-01 1.8346e-04 9.2513e-04 7.1527e-03 2.6262e-06 5.4122e-07 2.1594e-08 7.3857e-04 8.6003e-08 2.3023e+03
1.1404e-03 7.5455e-03 1.8311e-03 1.1301e-02 7.4478e-01 2.3307e-01 1.8445e-04 9.3006e-04 7.1673e-03 2.6351e-06 5.4501e-07 2.1495e-08 7.3196e-04 8.4805e-08 2.3017e+03
1.1536e-03 7.4607e-03 1.8353e-03 1.1334e-02 7.4478e-01 2.3301e-01 1.8545e-04 9.3502e-04 7.1820e-03 2.6440e-06 5.4885e-07 2.1395e-08 7.2538e-04 8.3620e-08 2.3010e+03
1.1670e-03 7.3768e-03 1.8395e-03 1.1367e-02 7.4479e-01 2.3296e-01 1.8646e-04 9.4002e-04 7.1968e-03 2.6530e-06 5.5272e-07 2.1296e-08 7.1883e-04 8.2446e-08 2.3004e+03
1.1805e-03 7.2939e-03 1.8438e-03 1.1401e-02 7.4479e-01 2.3290e-01 1.8748e-04 9.4505e-04 7.2116e-03 2.6620e-06 5.5663e-07 2.1197e-08 7.1233e-04 8.1285e-08 2.2998e+03
1.1942e-03 7.2120e-03 1.8480e-03 1.1434e-02 7.4479e-01 2.3285e-01 1.8851e-04 9.5012e-04 7.2264e-03 2.6711e-06 5.6058e-07 2.1099e-08 7.0586e-04 8.0136e-08 2.2991e+03
1.2080e-03 7.1309e-03 1.8523e-03 1.1468e-02 7.4480e-01 2.3279e-01 1.8954e-04 9.5522e-04 7.2412e-03 2.6803e-06 5.6457e-07 2.1000e-08 6.9942e-04 7.8999e-08 2.2985e+03
1.2220e-03 7.0508e-03 1.8566e-03 1.1502e-02 7.4480e-01 2.3274e-01 1.9058e-04 9.6036e-04 7.2561e-03 2.6895e-06 5.6860e-07 2.0901e-08 6.9302e-04 7.7874e-08 2.2979e+03
1.2362e-03 6.9716e-03 1.8610e-03 1.1535e-02 7.4480e-01 2.3268e-01 1.9163e-04 9.6554e-04 7.2711e-03 2.6988e-06 5.7267e-07 2.0802e-08 6.8666e-04 7.6761e-08 2.2972e+03
1.2505e-03 6.8933e-03 1.8653e-03 1.1569e-02 7.4481e-01 2.3263e-01 1.9269e-04 9.7075e-04 7.2860e-03 2.7082e-06 5.7678e-07 2.0703e-08 6.8033e-04 7.5659e-08 2.2966e+03
1.2650e-03 6.8158e-03 1.8697e-03 1.1604e-02 7.4481e-01 2.3257e-01 1.9376e-04 9.7600e-04 7.3010e-03 2.7176e-06 5.8092e-07 2.0605e-08 6.7404e-04 7.4570e-08 2.2959e+03
1.2797e-03 6.7393e-03 1.8741e-03 1.1638e-02 7.4481e-01 2.3251e-01 1.9483e-04 9.8128e-04 7.3160e-03 2.7271e-06 5.8512e-07 2.0506e-08 6.6779e-04 7.3492e-08 2.2953e+03
1.2945e-03 6.6636e-03 1.8785e-03 1.1672e-02 7.4481e-01 2.3246e-01 1.9591e-04 9.8660e-04 7.3311e-03 2.7366e-06 5.8935e-07 2.0408e-08 6.6157e-04 7.2426e-08 2.2946e+03
1.3095e-03 6.5888e-03 1.8829e-03 1.1707e-02 7.4482e-01 2.3240e-01 1.9700e-04 9.9196e-04 7.3462e-03 2.7462e-06 5.9362e-07 2.0309e-08 6.5539e-04 7.1372e-08 2.2939e+03
1.3247e-03 6.5148e-03 1.8873e-03 1.1742e-02 7.4482e-01 2.3234e-01 1.9810e-04 9.9735e-04 7.3613e-03 2.7559e-06 5.9794e-07 2.0211e-08 6.4924e-04 7.0329e-08 2.2933e+03
1.3401e-03 6.4417e-03 1.8918e-03 1.1776e-02 7.4482e-01 2.3228e-01 1.9921e-04 1.0028e-03 7.3765e-03 2.7656e-06 6.0230e-07 2.0112e-08 6.4314e-04 6.9297e-08 2.2926e+03
1.3556e-03 6.3694e-03 1.8962e-03 1.1811e-02 7.4483e-01 2.3223e-01 2.0032e-04 1.0083e-03 7.3917e-03 2.7754e-06 6.0670e-07 2.0014e-08 6.3706e-04 6.8277e-08 2.2919e+03
1.3713e-03 6.2979e-03 1.9007e-03 1.1846e-02 7.4483e-01 2.3217e-01 2.0144e-04 1.0138e-03 7.4069e-03 2.7852e-06 6.1114e-07 1.9916e-08 6.3103e-04 6.7269e-08 2.2913e+03
1.3872e-03 6.2273e-03 1.9052e-03 1.1882e-02 7.4483e-01 2.3211e-01 2.0258e-04 1.0193e-03 7.4221e-03 2.7952e-06 6.1563e-07 1.9818e-08 6.2503e-04 6.6272e-08 2.2906e+03
1.4033e-03 6.1574e-03 1.9098e-03 1.1917e-02 7.4483e-01 2.3205e-01 2.0372e-04 1.0249e-03 7.4374e-03 2.8052e-06 6.2017e-07 1.9720e-08 6.1907e-04 6.5286e-08 2.2899e+03
1.4196e-03 6.0883e-03 1.9143e-03 1.1953e-02 7.4484e-01 2.3199e-01 2.0486e-04 1.0305e-03 7.4527e-03 2.8152e-06 6.2475e-07 1.9622e-08 6.1315e-04 6.4311e-08 2.2892e+03
1.4360e-03 6.0200e-03 1.9189e-03 1.1988e-02 7.4484e-01 2.3193e-01 2.0602e-04 1.0362e-03 7.4681e-03 2.8253e-06 6.2937e-07 1.9525e-08 6.0726e-04 6.3348e-08 2.2885e+03
1.4527e-03 5.9525e-03 1.9235e-03 1.2024e-02 7.4484e-01 2.3187e-01 2.0719e-04 1.0418e-03 7.4834e-03 2.8355e-06 6.3404e-07 1.9427e-08 6.0141e-04 6.2395e-08 2.2878e+03
1.4695e-03 5.8858e-03 1.9281e-03 1.2060e-02 7.4485e-01 2.3181e-01 2.0836e-04 1.0476e-03 7.4988e-03 2.8458e-06 6.3876e-07 1.9329e-08 5.9559e-04 6.1454e-08 2.2871e+03
1.4865e-03 5.8198e-03 1.9327e-03 1.2096e-02 7.4485e-01 2.3175e-01 2.0954e-04 1.0534e-03 7.5142e-03 2.8561e-06 6.4352e-07 1.9232e-08 5.8981e-04 6.0524e-08 2.2864e+03
1.5038e-03 5.7545e-03 1.9373e-03 1.2132e-02 7.4485e-01 2.3169e-01 2.1073e-04 1.0592e-03 7.5297e-03 2.8665e-06 6.4833e-07 1.9135e-08 5.8407e-04 5.9604e-08 2.2857e+03
1.5212e-03 5.6900e-03 1.9420e-03 1.2169e-02 7.4485e-01 2.3163e-01 2.1193e-04 1.0650e-03 7.5452e-03 2.8770e-06 6.5319e-07 1.9037e-08 5.7837e-04 5.8695e-08 2.2850e+03
1.5388e-03 5.6262e-03 1.9466e-03 1.2205e-02 7.4486e-01 2.3157e-01 2.1314e-04 1.0709e-03 7.5607e-03 2.8875e-06 6.5810e-07 1.8940e-08 5.7270e-04 5.7797e-08 2.2843e+03
1.5567e-03 5.5632e-03 1.9513e-03 1.2242e-02 7.4486e-01 2.3151e-01 2.1436e-04 1.0768e-03 7.5762e-03 2.8981e-06 6.6305e-07 1.8843e-08 5.6707e-04 5.6910e-08 2.2836e+03
1.5747e-03 5.5008e-03 1.9560e-03 1.2278e-02 7.4486e-01 2.3145e-01 2.1559e-04 1.0828e-03 7.5918e-03 2.9088e-06 6.6806e-07 1.8746e-08 5.6148e-04 5.6033e-08 2.2829e+03
1.5930e-03 5.4392e-03 1.9607e-03 1.2315e-02 7.4486e-01 2.3139e-01 2.1682e-04 1.0888e-03 7.6073e-03 2.9196e-06 6.7311e-07 1.8650e-08 5.5592e-04 5.5167e-08 2.2821e+03
1.6114e-03 5.3783e-03 1.9655e-03 1.2352e-02 7.4487e-01 2.3133e-01 2.1807e-04 1.0948e-03 7.6229e-03 2.9304e-06 6.7821e-07 1.8553e-08 5.5040e-04 5.4312e-08 2.2814e+03
1.6301e-03 5.3180e-03 1.9702e-03 1.2389e-02 7.4487e-01 2.3126e-01 2.1932e-04 1.1009e-03 7.6386e-03 2.9413e-06 6.8337e-07 1.8456e-08 5.4491e-04 5.3466e-08 2.2807e+03
1.6490e-03 5.2585e-03 1.9750e-03 1.2427e-02 7.4487e-01 2.3120e-01 2.2058e-04 1.1070e-03 7.6542e-03 2.9522e-06 6.8857e-07 1.8360e-08 5.3946e-04 5.2631e-08 2.2799e+03
1.6681e-03 5.1996e-03 1.9798e-03 1.2464e-02 7.4487e-01 2.3114e-01 2.2186e-04 1.1132e-03 7.6699e-03 2.9632e-06 6.9383e-07 1.8264e-08 5.3405e-04 5.1807e-08 2.2792e+03
1.6874e-03 5.1413e-03 1.9846e-03 1.2502e-02 7.4488e-01 2.3108e-01 2.2314e-04 1.1194e-03 7.6856e-03 2.9743e-06 6.9914e-07 1.8168e-08 5.2868e-04 5.0992e-08 2.2785e+03
1.7070e-03 5.0838e-03 1.9894e-03 1.2540e-02 7.4488e-01 2.3101e-01 2.2443e-04 1.1257e-03 7.7013e-03 2.9855e-06 7.0450e-07 1.8072e-08 5.2334e-04 5.0188e-08 2.2777e+03
1.7268e-03 5.0269e-03 1.9943e-03 1.2577e-02 7.4488e-01 2.3095e-01 2.2573e-04 1.1319e-03 7.7170e-03 2.9968e-06 7.0992e-07 1.7976e-08 5.1804e-04 4.9393e-08 2.2770e+03
1.7468e-03 4.9706e-03 1.9991e-03 1.2615e-02 7.4488e-01 2.3089e-01 2.2704e-04 1.1383e-03 7.7328e-03 3.0081e-06 7.1538e-07 1.7880e-08 5.1277e-04 4.8609e-08 2.2762e+03
1.7670e-03 4.9150e-03 2.0040e-03 1.2653e-02 7.4489e-01 2.3082e-01 2.2835e-04 1.1446e-03 7.7486e-03 3.0195e-06 7.2091e-07 1.7784e-08 5.0754e-04 4.7834e-08 2.2755e+03
1.7875e-03 4.8600e-03 2.0089e-03 1.2692e-02 7.4489e-01 2.3076e-01 2.2968e-04 1.1510e-03 7.7643e-03 3.0310e-06 7.2648e-07 1.7689e-08 5.0235e-04 4.7070e-08 2.2747e+03
1.8082e-03 4.8056e-03 2.0138e-03 1.2730e-02 7.4489e-01 2.3069e-01 2.3102e-04 1.1575e-03 7.7802e-03 3.0425e-06 7.3212e-07 1.7594e-08 4.9719e-04 4.6315e-08 2.2739e+03
1.8292e-03 4.7518e-03 2.0187e-03 1.2769e-02 7.4489e-01 2.3063e-01 2.3236e-04 1.1640e-03 7.7960e-03 3.0541e-06 7.3781e-07 1.7499e-08 4.9207e-04 4.5569e-08 2.2732e+03
1.8504e-03 4.6987e-03 2.0237e-03 1.2807e-02 7.4490e-01 2.3057e-01 2.3372e-04 1.1705e-03 7.8118e-03 3.0658e-06 7.4355e-07 1.7404e-08 4.8699e-04 4.4834e-08 2.2724e+03
1.8719e-03 4.6461e-03 2.0286e-03 1.2846e-02 7.4490e-01 2.3050e-01 2.3509e-04 1.1771e-03 7.8277e-03 3.0776e-06 7.4935e-07 1.7309e-08 4.8194e-04 4.4107e-08 2.2716e+03
1.8936e-03 4.5942e-03 2.0336e-03 1.2885e-02 7.4490e-01 2.3044e-01 2.3646e-04 1.1837e-03 7.8436e-03 3.0895e-06 7.5521e-07 1.7214e-08 4.7693e-04 4.3390e-08 2.2708e+03
1.9155e-03 4.5428e-03 2.0386e-03 1.2924e-02 7.4490e-01 2.3037e-01 2.3785e-04 1.1904e-03 7.8595e-03 3.1014e-06 7.6113e-07 1.7120e-08 4.7195e-04 4.2683e-08 2.2701e+03
1.9377e-03 4.4920e-03 2.0436e-03 1.2963e-02 7.4491e-01 2.3030e-01 2.3924e-04 1.1971e-03 7.8754e-03 3.1134e-06 7.6711e-07 1.7026e-08 4.6701e-04 4.1985e-08 2.2693e+03
1.9602e-03 4.4418e-03 2.0486e-03 1.3003e-02 7.4491e-01 2.3024e-01 2.4064e-04 1.2038e-03 7.8913e-03 3.1255e-06 7.7314e-07 1.6931e-08 4.6210e-04 4.1296e-08 2.2685e+03
1.9829e-03 4.3921e-03 2.0536e-03 1.3042e-02 7.4491e-01 2.3017e-01 2.4206e-04 1.2106e-03 7.9073e-03 3.1377e-06 7.7924e-07 1.6837e-08 4.5723e-04 4.0616e-08 2.2677e+03
2.0059e-03 4.3430e-03 2.0587e-03 1.3082e-02 7.4491e-01 2.3011e-01 2.4348e-04 1.2174e-03 7.9232e-03 3.1499e-06 7.8540e-07 1.6744e-08 4.5240e-04 3.9945e-08 2.2669e+03
2.0291e-03 4.2945e-03 2.0637e-03 1.3122e-02 7.4491e-01 2.3004e-01 2.4492e-04 1.2243e-03 7.9392e-03 3.1622e-06 7.9161e-07 1.6650e-08 4.4760e-04 3.9283e-08 2.2661e+03
2.0526e-03 4.2465e-03 2.0688e-03 1.3162e-02 7.4492e-01 2.2997e-01 2.4636e-04 1.2312e-03 7.9552e-03 3.1746e-06 7.9789e-07 1.6557e-08 4.4284e-04 3.8630e-08 2.2653e+03
2.0764e-03 4.1991e-03 2.0739e-03 1.3202e-02 7.4492e-01 2.2991e-01 2.4782e-04 1.2381e-03 7.9712e-03 3.1871e-06 8.0423e-07 1.6463e-08 4.3811e-04 3.7985e-08 2.2645e+03
